Farthest>>|<<Superl.>>|<<Most distant or remote; as, the farthest degree.  See Furthest.
Clear>>|<<superl.>>|<<Free from ambiguity or indistinctness; lucid; perspicuous; plain; evident; manifest; indubitable.
Clear>>|<<superl.>>|<<Able to perceive clearly; keen; acute; penetrating; discriminating; as, a clear intellect; a clear head.
Clear>>|<<superl.>>|<<Not clouded with passion; serene; cheerful.
Clear>>|<<superl.>>|<<Easily or distinctly heard; audible; canorous.
Clear>>|<<superl.>>|<<Without mixture; entirely pure; as, clear sand.
Clear>>|<<superl.>>|<<Without defect or blemish, such as freckles or knots; as, a clear complexion; clear lumber.
Clear>>|<<superl.>>|<<Free from guilt or stain; unblemished.
Clear>>|<<superl.>>|<<Without diminution; in full; net; as, clear profit.
Clear>>|<<superl.>>|<<Free from impediment or obstruction; unobstructed; as, a clear view; to keep clear of debt.
Clear>>|<<superl.>>|<<Free from embarrassment; detention, etc.
Clumsy>>|<<superl.>>|<<Stiff or benumbed, as with cold.
Clumsy>>|<<superl.>>|<<Without skill or grace; wanting dexterity, nimbleness, or readiness; stiff; awkward, as if benumbed; unwieldy; unhandy; hence; ill-made, misshapen, or inappropriate; as, a clumsy person; a clumsy workman; clumsy fingers; a clumsy gesture; a clumsy excuse.
Coarse>>|<<superl.>>|<<Large in bulk, or composed of large parts or particles; of inferior quality or appearance; not fine in material or close in texture; gross; thick; rough; -- opposed to fine; as, coarse sand; coarse thread; coarse cloth; coarse bread.
Coarse>>|<<superl.>>|<<Not refined; rough; rude; unpolished; gross; indelicate; as, coarse manners; coarse language.
Comely>>|<<superl.>>|<<Pleasing or agreeable to the sight; well-proportioned; good-looking; handsome.
Comely>>|<<superl.>>|<<Suitable or becoming; proper; agreeable.
Cool>>|<<superl.>>|<<Moderately cold; between warm and cold; lacking in warmth; producing or promoting coolness.
Cool>>|<<superl.>>|<<Not ardent, warm, fond, or passionate; not hasty; deliberate; exercising self-control; self-possessed; dispassionate; indifferent; as, a cool lover; a cool debater.
Cool>>|<<superl.>>|<<Not retaining heat; light; as, a cool dress.
Cool>>|<<superl.>>|<<Manifesting coldness or dislike; chilling; apathetic; as, a cool manner.
Cool>>|<<superl.>>|<<Quietly impudent; negligent of propriety in matters of minor importance, either ignorantly or willfully; presuming and selfish; audacious; as, cool behavior.
Cool>>|<<superl.>>|<<Applied facetiously, in a vague sense, to a sum of money, commonly as if to give emphasis to the largeness of the amount.
Cozy>>|<<superl.>>|<<Snug; comfortable; easy; contented.
Cozy>>|<<superl.>>|<<Chatty; talkative; sociable; familiar.
Crude>>|<<superl.>>|<<In its natural state; not cooked or prepared by fire or heat; undressed; not altered, refined, or prepared for use by any artificial process; raw; as, crude flesh.
Crude>>|<<superl.>>|<<Unripe; not mature or perfect; immature.
Crude>>|<<superl.>>|<<Not reduced to order or form; unfinished; not arranged or prepared; ill-considered; immature.
Crude>>|<<superl.>>|<<Undigested; unconcocted; not brought into a form to give nourishment.
Crude>>|<<superl.>>|<<Having, or displaying, superficial and undigested knowledge; without culture or profundity; as, a crude reasoner.
Crude>>|<<superl.>>|<<Harsh and offensive, as a color; tawdry or in bad taste, as a combination of colors, or any design or work of art.
Dainty>>|<<superl.>>|<<Rare; valuable; costly.
Dainty>>|<<superl.>>|<<Delicious to the palate; toothsome.
Dainty>>|<<superl.>>|<<Nice; delicate; elegant, in form, manner, or breeding; well-formed; neat; tender.
Dainty>>|<<superl.>>|<<Requiring dainties. Hence: Overnice; hard to please; fastidious; squeamish; scrupulous; ceremonious.
Damp>>|<<superl.>>|<<Being in a state between dry and wet; moderately wet; moist; humid.
Damp>>|<<superl.>>|<<Dejected; depressed; sunk.
Dear>>|<<superl.>>|<<Bearing a high price; high-priced; costly; expensive.
Dear>>|<<superl.>>|<<Marked by scarcity or dearth, and exorbitance of price; as, a dear year.
Dear>>|<<superl.>>|<<Highly valued; greatly beloved; cherished; precious.
Dear>>|<<superl.>>|<<Hence, close to the heart; heartfelt; present in mind; engaging the attention.
Dear>>|<<superl.>>|<<Of agreeable things and interests.
Dear>>|<<superl.>>|<<Of disagreeable things and antipathies.
Deep>>|<<superl.>>|<<Extending far below the surface; of great perpendicular dimension (measured from the surface downward, and distinguished from high, which is measured upward); far to the bottom; having a certain depth; as, a deep sea.
Deep>>|<<superl.>>|<<Extending far back from the front or outer part; of great horizontal dimension (measured backward from the front or nearer part, mouth, etc.); as, a deep cave or recess or wound; a gallery ten seats deep; a company of soldiers six files deep.
Deep>>|<<superl.>>|<<Low in situation; lying far below the general surface; as, a deep valley.
Deep>>|<<superl.>>|<<Hard to penetrate or comprehend; profound; -- opposed to shallow or superficial; intricate; mysterious; not obvious; obscure; as, a deep subject or plot.
Deep>>|<<superl.>>|<<Of penetrating or far-reaching intellect; not superficial; thoroughly skilled; sagacious; cunning.
Deep>>|<<superl.>>|<<Profound; thorough; complete; unmixed; intense; heavy; heartfelt; as, deep distress; deep melancholy; deep horror.
Deep>>|<<superl.>>|<<Strongly colored; dark; intense; not light or thin; as, deep blue or crimson.
Deep>>|<<superl.>>|<<Of low tone; full-toned; not high or sharp; grave; heavy.
Deep>>|<<superl.>>|<<Muddy; boggy; sandy; -- said of roads.
Dim>>|<<superl.>>|<<Not bright or distinct; wanting luminousness or clearness; obscure in luster or sound; dusky; darkish; obscure; indistinct; overcast; tarnished.
Dim>>|<<superl.>>|<<Of obscure vision; not seeing clearly; hence, dull of apprehension; of weak perception; obtuse.
Dingy>>|<<superl.>>|<<Soiled; sullied; of a dark or dusky color; dark brown; dirty.
Dire>>|<<superl.>>|<<Ill-boding; portentous; as, dire omens.
Dire>>|<<superl.>>|<<Evil in great degree; dreadful; dismal; horrible; terrible; lamentable.
Dirty>>|<<superl.>>|<<Defiled with dirt; foul; nasty; filthy; not clean or pure; serving to defile; as, dirty hands; dirty water; a dirty white.
Dirty>>|<<superl.>>|<<Sullied; clouded; -- applied to color.
Dirty>>|<<superl.>>|<<Sordid; base; groveling; as, a dirty fellow.
Dirty>>|<<superl.>>|<<Sleety; gusty; stormy; as, dirty weather.
Discreet>>|<<superl.>>|<<Possessed of discernment, especially in avoiding error or evil, and in the adaptation of means to ends; prudent; sagacious; judicious; not rash or heedless; cautious.
Discreet>>|<<superl.>>|<<Differing; distinct.
Dizzy>>|<<superl.>>|<<Having in the head a sensation of whirling, with a tendency to fall; vertiginous; giddy; hence, confused; indistinct.
Dizzy>>|<<superl.>>|<<Causing, or tending to cause, giddiness or vertigo.
Dizzy>>|<<superl.>>|<<Without distinct thought; unreflecting; thoughtless; heedless.
Doughty>>|<<superl.>>|<<Able; strong; valiant; redoubtable; as, a doughty hero.
Dowdy>>|<<superl.>>|<<Showing a vulgar taste in dress; awkward and slovenly in dress; vulgar-looking.
Dreamy>>|<<superl.>>|<<Abounding in dreams or given to dreaming; appropriate to, or like, dreams; visionary.
Dreary>>|<<superl.>>|<<Sorrowful; distressful.
Dreary>>|<<superl.>>|<<Exciting cheerless sensations, feelings, or associations; comfortless; dismal; gloomy.
Drier>>|<<superl.>>|<<Alt. of Driest
Driest>>|<<superl.>>|<<of Dry, a.
Droll>>|<<superl.>>|<<Queer, and fitted to provoke laughter; ludicrous from oddity; amusing and strange.
Drossy>>|<<superl.>>|<<Of, pertaining to, resembling, dross; full of dross; impure; worthless.
Drowsy>>|<<superl.>>|<<Inclined to drowse; heavy with sleepiness; lethargic; dozy.
Drowsy>>|<<superl.>>|<<Disposing to sleep; lulling; soporific.
Drowsy>>|<<superl.>>|<<Dull; stupid.
Dry>>|<<superl.>>|<<Free from moisture; having little humidity or none; arid; not wet or moist; deficient in the natural or normal supply of moisture, as rain or fluid of any kind; -- said especially: (a) Of the weather: Free from rain or mist.
Dry>>|<<superl.>>|<<Of vegetable matter: Free from juices or sap; not succulent; not green; as, dry wood or hay.
Dry>>|<<superl.>>|<<Of animals: Not giving milk; as, the cow is dry.
Dry>>|<<superl.>>|<<Of persons: Thirsty; needing drink.
Dry>>|<<superl.>>|<<Of the eyes: Not shedding tears.
Dry>>|<<superl.>>|<<Of certain morbid conditions, in which there is entire or comparative absence of moisture; as, dry gangrene; dry catarrh.
Dry>>|<<superl.>>|<<Destitute of that which interests or amuses; barren; unembellished; jejune; plain.
Dry>>|<<superl.>>|<<Characterized by a quality somewhat severe, grave, or hard; hence, sharp; keen; shrewd; quaint; as, a dry tone or manner; dry wit.
Dry>>|<<superl.>>|<<Exhibiting a sharp, frigid preciseness of execution, or the want of a delicate contour in form, and of easy transition in coloring.
Dull>>|<<superl.>>|<<Slow of understanding; wanting readiness of apprehension; stupid; doltish; blockish.
Dull>>|<<superl.>>|<<Slow in action; sluggish; unready; awkward.
Dull>>|<<superl.>>|<<Insensible; unfeeling.
Dull>>|<<superl.>>|<<Not keen in edge or point; lacking sharpness; blunt.
Dull>>|<<superl.>>|<<Not bright or clear to the eye; wanting in liveliness of color or luster; not vivid; obscure; dim; as, a dull fire or lamp; a dull red or yellow; a dull mirror.
Dull>>|<<superl.>>|<<Heavy; gross; cloggy; insensible; spiritless; lifeless; inert.
Dull>>|<<superl.>>|<<Furnishing little delight, spirit, or variety; uninteresting; tedious; cheerless; gloomy; melancholy; depressing; as, a dull story or sermon; a dull occupation or period; hence, cloudy; overcast; as, a dull day.
Dumpy>>|<<superl.>>|<<Short and thick; of low stature and disproportionately stout.
Dumpy>>|<<superl.>>|<<Sullen or discontented.
Dusty>>|<<superl.>>|<<Filled, covered, or sprinkled with dust; clouded with dust; as, a dusty table; also, reducing to dust.
Dusty>>|<<superl.>>|<<Like dust; of the color of dust; as a dusty white.
Empty>>|<<superl.>>|<<Containing nothing; not holding or having anything within; void of contents or appropriate contents; not filled; -- said of an inclosure, as a box, room, house, etc.; as, an empty chest, room, purse, or pitcher; an empty stomach; empty shackles.
Empty>>|<<superl.>>|<<Free; clear; devoid; -- often with of.
Empty>>|<<superl.>>|<<Having nothing to carry; unburdened.
Empty>>|<<superl.>>|<<Destitute of effect, sincerity, or sense; -- said of language; as, empty words, or threats.
Empty>>|<<superl.>>|<<Unable to satisfy; unsatisfactory; hollow; vain; -- said of pleasure, the world, etc.
Empty>>|<<superl.>>|<<Producing nothing; unfruitful; -- said of a plant or tree; as, an empty vine.
Empty>>|<<superl.>>|<<Destitute of, or lacking, sense, knowledge, or courtesy; as, empty brains; an empty coxcomb.
Empty>>|<<superl.>>|<<Destitute of reality, or real existence; unsubstantial; as, empty dreams.
Faint>>|<<superl.>>|<<Lacking strength; weak; languid; inclined to swoon; as, faint with fatigue, hunger, or thirst.
Faint>>|<<superl.>>|<<Wanting in courage, spirit, or energy; timorous; cowardly; dejected; depressed; as, "Faint heart ne'er won fair lady."
Faint>>|<<superl.>>|<<Lacking distinctness; hardly perceptible; striking the senses feebly; not bright, or loud, or sharp, or forcible; weak; as, a faint color, or sound.
Faint>>|<<superl.>>|<<Performed, done, or acted, in a weak or feeble manner; not exhibiting vigor, strength, or energy; slight; as, faint efforts; faint resistance.
Fair>>|<<superl.>>|<<Free from spots, specks, dirt, or imperfection; unblemished; clean; pure.
Fair>>|<<superl.>>|<<Pleasing to the eye; handsome; beautiful.
Fair>>|<<superl.>>|<<Without a dark hue; light; clear; as, a fair skin.
Fair>>|<<superl.>>|<<Not overcast; cloudless; clear; pleasant; propitious; favorable; -- said of the sky, weather, or wind, etc.; as, a fair sky; a fair day.
Fair>>|<<superl.>>|<<Free from obstacles or hindrances; unobstructed; unincumbered; open; direct; -- said of a road, passage, etc.; as, a fair mark; in fair sight; a fair view.
Fair>>|<<superl.>>|<<Without sudden change of direction or curvature; smooth; fowing; -- said of the figure of a vessel, and of surfaces, water lines, and other lines.
Fair>>|<<superl.>>|<<Characterized by frankness, honesty, impartiality, or candor; open; upright; free from suspicion or bias; equitable; just; -- said of persons, character, or conduct; as, a fair man; fair dealing; a fair statement.
Fair>>|<<superl.>>|<<Pleasing; favorable; inspiring hope and confidence; -- said of words, promises, etc.
Fair>>|<<superl.>>|<<Distinct; legible; as, fair handwriting.
Fair>>|<<superl.>>|<<Free from any marked characteristic; average; middling; as, a fair specimen.
False>>|<<superl.>>|<<Uttering falsehood; unveracious; given to deceit; dishnest; as, a false witness.
False>>|<<superl.>>|<<Not faithful or loyal, as to obligations, allegiance, vows, etc.; untrue; treacherous; perfidious; as, a false friend, lover, or subject; false to promises.
False>>|<<superl.>>|<<Not according with truth or reality; not true; fitted or likely to deceive or disappoint; as, a false statement.
False>>|<<superl.>>|<<Not genuine or real; assumed or designed to deceive; counterfeit; hypocritical; as, false tears; false modesty; false colors; false jewelry.
False>>|<<superl.>>|<<Not well founded; not firm or trustworthy; erroneous; as, a false claim; a false conclusion; a false construction in grammar.
False>>|<<superl.>>|<<Not essential or permanent, as parts of a structure which are temporary or supplemental.
False>>|<<superl.>>|<<Not in tune.
Farther>>|<<superl.>>|<<More remote; more distant than something else.
Farther>>|<<superl.>>|<<Tending to a greater distance; beyond a certain point; additional; further.
Fat>>|<<superl.>>|<<Abounding with fat
Fat>>|<<superl.>>|<<Fleshy; characterized by fatness; plump; corpulent; not lean; as, a fat man; a fat ox.
Fat>>|<<superl.>>|<<Oily; greasy; unctuous; rich; -- said of food.
Fat>>|<<superl.>>|<<Exhibiting the qualities of a fat animal; coarse; heavy; gross; dull; stupid.
Fat>>|<<superl.>>|<<Fertile; productive; as, a fat soil; a fat pasture.
Fat>>|<<superl.>>|<<Rich; producing a large income; desirable; as, a fat benefice; a fat office; a fat job.
Fat>>|<<superl.>>|<<Abounding in riches; affluent; fortunate.
Fat>>|<<superl.>>|<<Of a character which enables the compositor to make large wages; -- said of matter containing blank, cuts, or many leads, etc.; as, a fat take; a fat page.
Feeble>>|<<superl.>>|<<Deficient in physical strength; weak; infirm; debilitated.
Feeble>>|<<superl.>>|<<Wanting force, vigor, or efficiency in action or expression; not full, loud, bright, strong, rapid, etc.; faint; as, a feeble color; feeble motion.
Few>>|<<superl.>>|<<Not many; small, limited, or confined in number; -- indicating a small portion of units or individuals constituing a whole; often, by ellipsis of a noun, a few people.
Fierce>>|<<superl.>>|<<Furious; violent; unrestrained; impetuous; as, a fierce wind.
Fierce>>|<<superl.>>|<<Vehement in anger or cruelty; ready or eager to kill or injure; of a nature to inspire terror; ferocious.
Fierce>>|<<superl.>>|<<Excessively earnest, eager, or ardent.
Filthy>>|<<superl.>>|<<Defiled with filth, whether material or moral; nasty; dirty; polluted; foul; impure; obscene.
Fine>>|<<superl.>>|<<Finished; brought to perfection; refined; hence, free from impurity; excellent; superior; elegant; worthy of admiration; accomplished; beautiful.
Fine>>|<<superl.>>|<<Aiming at show or effect; loaded with ornament; overdressed or overdecorated; showy.
Fine>>|<<superl.>>|<<Nice; delicate; subtle; exquisite; artful; skillful; dexterous.
Fine>>|<<superl.>>|<<Not coarse, gross, or heavy
Fine>>|<<superl.>>|<<Not gross; subtile; thin; tenous.
Fine>>|<<superl.>>|<<Not coarse; comminuted; in small particles; as, fine sand or flour.
Fine>>|<<superl.>>|<<Not thick or heavy; slender; filmy; as, a fine thread.
Fine>>|<<superl.>>|<<Thin; attenuate; keen; as, a fine edge.
Fine>>|<<superl.>>|<<Made of fine materials; light; delicate; as, fine linen or silk.
Fine>>|<<superl.>>|<<Having (such) a proportion of pure metal in its composition; as, coins nine tenths fine.
Fine>>|<<superl.>>|<<(Used ironically.)
Firm>>|<<superl.>>|<<Fixed; hence, closely compressed; compact; substantial; hard; solid; -- applied to the matter of bodies; as, firm flesh; firm muscles, firm wood.
Firm>>|<<superl.>>|<<Not easily excited or disturbed; unchanging in purpose; fixed; steady; constant; stable; unshaken; not easily changed in feelings or will; strong; as, a firm believer; a firm friend; a firm adherent.
Firm>>|<<superl.>>|<<Solid; -- opposed to fluid; as, firm land.
Firm>>|<<superl.>>|<<Indicating firmness; as, a firm tread; a firm countenance.
Fit>>|<<superl.>>|<<Adapted to an end, object, or design; suitable by nature or by art; suited by character, qualitties, circumstances, education, etc.; qualified; competent; worthy.
Fit>>|<<superl.>>|<<Prepared; ready.
Fit>>|<<superl.>>|<<Conformed to a standart of duty, properiety, or taste; convenient; meet; becoming; proper.
Flat>>|<<superl.>>|<<Having an even and horizontal surface, or nearly so, without prominences or depressions; level without inclination; plane.
Flat>>|<<superl.>>|<<Lying at full length, or spread out, upon the ground; level with the ground or earth; prostrate; as, to lie flat on the ground; hence, fallen; laid low; ruined; destroyed.
Flat>>|<<superl.>>|<<Wanting relief; destitute of variety; without points of prominence and striking interest.
Flat>>|<<superl.>>|<<Tasteless; stale; vapid; insipid; dead; as, fruit or drink flat to the taste.
Flat>>|<<superl.>>|<<Unanimated; dull; uninteresting; without point or spirit; monotonous; as, a flat speech or composition.
Flat>>|<<superl.>>|<<Lacking liveliness of commercial exchange and dealings; depressed; dull; as, the market is flat.
Flat>>|<<superl.>>|<<Clear; unmistakable; peremptory; absolute; positive; downright.
Flat>>|<<superl.>>|<<Below the true pitch; hence, as applied to intervals, minor, or lower by a half step; as, a flat seventh; A flat.
Flat>>|<<superl.>>|<<Not sharp or shrill; not acute; as, a flat sound.
Flat>>|<<superl.>>|<<Sonant; vocal; -- applied to any one of the sonant or vocal consonants, as distinguished from a nonsonant (or sharp) consonant.
Fleshy>>|<<superl.>>|<<Full of, or composed of, flesh; plump; corpulent; fat; gross.
Fleshy>>|<<superl.>>|<<Human.
Fleshy>>|<<superl.>>|<<Composed of firm pulp; succulent; as, the houseleek, cactus, and agave are fleshy plants.
Flimsy>>|<<superl.>>|<<Weak; feeble; limp; slight; vain; without strength or solidity; of loose and unsubstantial structure; without reason or plausibility; as, a flimsy argument, excuse, objection.
Flinty>>|<<superl.>>|<<Consisting of, composed of, abounding in, or resembling, flint; as, a flinty rock; flinty ground; a flinty heart.
Fluffy>>|<<superl.>>|<<Pertaining to, or resembling, fluff or nap; soft and downy.
Foggy>>|<<superl.>>|<<Filled or abounding with fog, or watery exhalations; misty; as, a foggy atmosphere; a foggy morning.
Foggy>>|<<superl.>>|<<Beclouded; dull; obscure; as, foggy ideas.
Fond>>|<<superl.>>|<<Foolish; silly; simple; weak.
Fond>>|<<superl.>>|<<Foolishly tender and loving; weakly indulgent; over-affectionate.
Fond>>|<<superl.>>|<<Affectionate; loving; tender; -- in a good sense; as, a fond mother or wife.
Fond>>|<<superl.>>|<<Loving; much pleased; affectionately regardful, indulgent, or desirous; longing or yearning; --  followed by of (formerly also by on).
Fond>>|<<superl.>>|<<Doted on; regarded with affection.
Fond>>|<<superl.>>|<<Trifling; valued by folly; trivial.
Foul>>|<<superl.>>|<<Covered with, or containing, extraneous matter which is injurious, noxious, offensive, or obstructive; filthy; dirty; not clean; polluted; nasty; defiled; as, a foul cloth; foul hands; a foul chimney; foul air; a ship's bottom is foul when overgrown with barnacles; a gun becomes foul from repeated firing; a well is foul with polluted water.
Foul>>|<<superl.>>|<<Scurrilous; obscene or profane; abusive; as, foul words; foul language.
Foul>>|<<superl.>>|<<Hateful; detestable; shameful; odious; wretched.
Foul>>|<<superl.>>|<<Loathsome; disgusting; as, a foul disease.
Foul>>|<<superl.>>|<<Ugly; homely; poor.
Foul>>|<<superl.>>|<<Not favorable; unpropitious; not fair or advantageous; as, a foul wind; a foul road; cloudy or rainy; stormy; not fair; -- said of the weather, sky, etc.
Foul>>|<<superl.>>|<<Not conformed to the established rules and customs of a game, conflict, test, etc.; unfair; dishonest; dishonorable; cheating; as, foul play.
Foul>>|<<superl.>>|<<Having freedom of motion interfered with by collision or entanglement; entangled; -- opposed to clear; as, a rope or cable may get foul while paying it out.
Free>>|<<superl.>>|<<Exempt from subjection to the will of others; not under restraint, control, or compulsion; able to follow one's own impulses, desires, or inclinations; determining one's own course of action; not dependent; at liberty.
Free>>|<<superl.>>|<<Not under an arbitrary or despotic government; subject only to fixed laws regularly and fairly administered, and defended by them from encroachments upon natural or acquired rights; enjoying political liberty.
Free>>|<<superl.>>|<<Liberated, by arriving at a certain age, from the control of parents, guardian, or master.
Free>>|<<superl.>>|<<Not confined or imprisoned; released from arrest; liberated; at liberty to go.
Free>>|<<superl.>>|<<Not subjected to the laws of physical necessity; capable of voluntary activity; endowed with moral liberty; -- said of the will.
Free>>|<<superl.>>|<<Clear of offense or crime; guiltless; innocent.
Free>>|<<superl.>>|<<Unconstrained by timidity or distrust; unreserved; ingenuous; frank; familiar; communicative.
Free>>|<<superl.>>|<<Unrestrained; immoderate; lavish; licentious; -- used in a bad sense.
Free>>|<<superl.>>|<<Not close or parsimonious; liberal; open-handed; lavish; as, free with his money.
Free>>|<<superl.>>|<<Exempt; clear; released; liberated; not encumbered or troubled with; as, free from pain; free from a burden; -- followed by from, or, rarely, by of.
Free>>|<<superl.>>|<<Characteristic of one acting without restraint; charming; easy.
Free>>|<<superl.>>|<<Ready; eager; acting without spurring or whipping; spirited; as, a free horse.
Free>>|<<superl.>>|<<Invested with a particular freedom or franchise; enjoying certain immunities or privileges; admitted to special rights; -- followed by of.
Free>>|<<superl.>>|<<Thrown open, or made accessible, to all; to be enjoyed without limitations; unrestricted; not obstructed, engrossed, or appropriated; open; -- said of a thing to be possessed or enjoyed; as, a free school.
Free>>|<<superl.>>|<<Not gained by importunity or purchase; gratuitous; spontaneous; as, free admission; a free gift.
Free>>|<<superl.>>|<<Not arbitrary or despotic; assuring liberty; defending individual rights against encroachment by any person or class; instituted by a free people; -- said of a government, institutions, etc.
Free>>|<<superl.>>|<<Certain or honorable; the opposite of base; as, free service; free socage.
Free>>|<<superl.>>|<<Privileged or individual; the opposite of common; as, a free fishery; a free warren.
Free>>|<<superl.>>|<<Not united or combined with anything else; separated; dissevered; unattached; at liberty to escape; as, free carbonic acid gas; free cells.
Frothy>>|<<superl.>>|<<Full of foam or froth, or consisting of froth or light bubbles; spumous; foamy.
Frothy>>|<<superl.>>|<<Not firm or solid; soft; unstable.
Frothy>>|<<superl.>>|<<Of the nature of froth; light; empty; unsubstantial; as, a frothy speaker or harangue.
Funny>>|<<superl.>>|<<Droll; comical; amusing; laughable.
Further>>|<<superl.>>|<<More remote; at a greater distance; more in advance; farther; as, the further end of the field. See Farther.
Further>>|<<superl.>>|<<Beyond; additional; as, a further reason for this opinion; nothing further to suggest.
Gaudy>>|<<superl.>>|<<Ostentatiously fine; showy; gay, but tawdry or meretricious.
Gaudy>>|<<superl.>>|<<Gay; merry; festal.
Gawky>>|<<superl.>>|<<Foolish and awkward; clumsy; clownish; as, gawky behavior. -- n. A fellow who is awkward from being overgrown, or from stupidity, a gawk.
Gay>>|<<superl.>>|<<Excited with merriment; manifesting sportiveness or delight; inspiring delight; livery; merry.
