Abandoning>>|<<p. pr. &amp; vb. n.>>|<<of Abandon
Anticipating>>|<<p. pr. &amp; vb. n.>>|<<of Anticipate
Aping>>|<<p. pr. &amp; vb. n.>>|<<of Ape
Apologizing>>|<<p. pr. &amp; vb. n.>>|<<of Apologize
Apostatizing>>|<<p. pr. &amp; vb. n.>>|<<of Apostatize
Apostrophize>>|<<p. pr. &amp; vb. n.>>|<<To address by apostrophe.
Apostrophize>>|<<p. pr. &amp; vb. n.>>|<<To contract by omitting a letter or letters; also, to mark with an apostrophe (') or apostrophes.
Appalling>>|<<p. pr. &amp; vb. n.>>|<<of Appall
Appareling>>|<<p. pr. &amp; vb. n.>>|<<of Apparel
Appealing>>|<<p. pr. &amp; vb. n.>>|<<of Appeal
Appearing>>|<<p. pr. &amp; vb. n.>>|<<of Appear
Appeasing>>|<<p. pr. &amp; vb. n.>>|<<of Appease
Appending>>|<<p. pr. &amp; vb. n.>>|<<of Append
Appertaining>>|<<p. pr. &amp; vb. n.>>|<<of Appertain
Applauding>>|<<p. pr. &amp; vb. n.>>|<<of Applaud
Applotting>>|<<p. pr. &amp; vb. n.>>|<<of Applot
Applying>>|<<p. pr. &amp; vb. n.>>|<<of Apply
Appointing>>|<<p. pr. &amp; vb. n.>>|<<of Appoint
Apportioning>>|<<p. pr. &amp; vb. n.>>|<<of Apportion
Appraising>>|<<p. pr. &amp; vb. n.>>|<<of Appraise
Appreciating>>|<<p. pr. &amp; vb. n.>>|<<of Appreciate
Apprehending>>|<<p. pr. &amp; vb. n.>>|<<of Apprehend
Apprenticing>>|<<p. pr. &amp; vb. n.>>|<<of Apprentice
Apprising>>|<<p. pr. &amp; vb. n.>>|<<of Apprise
Approaching>>|<<p. pr. &amp; vb. n.>>|<<of Approach
Appropriating>>|<<p. pr. &amp; vb. n.>>|<<of Appropriate
Approving>>|<<p. pr. &amp; vb. n.>>|<<of Approve
Approximating>>|<<p. pr. &amp; vb. n.>>|<<of Approximate
Arbitrating>>|<<p. pr. &amp; vb. n.>>|<<of Arbitrate
Arching>>|<<p. pr. &amp; vb. n.>>|<<of Arch
Archaizing>>|<<p. pr. &amp; vb. n.>>|<<of Archaize
Arguing>>|<<p. pr. &amp; vb. n.>>|<<of Argue
Arising>>|<<p. pr. &amp; vb. n.>>|<<of Arise
Arming>>|<<p. pr. &amp; vb. n.>>|<<of Arm
Aromatizing>>|<<p. pr. &amp; vb. n.>>|<<of Aromatize
Arousing>>|<<p. pr. &amp; vb. n.>>|<<of Arouse
Arraigning>>|<<p. pr. &amp; vb. n.>>|<<of Arraign
Arranging>>|<<p. pr. &amp; vb. n.>>|<<of Arrange
Arraying>>|<<p. pr. &amp; vb. n.>>|<<of Array
Arresting>>|<<p. pr. &amp; vb. n.>>|<<of Arrest
Arriving>>|<<p. pr. &amp; vb. n.>>|<<of Arrive
Arrogating>>|<<p. pr. &amp; vb. n.>>|<<of Arrogate
Arsenicating>>|<<p. pr. &amp; vb. n.>>|<<of Arsenicate
Arterializing>>|<<p. pr. &amp; vb. n.>>|<<of Arterialize
Articling>>|<<p. pr. &amp; vb. n.>>|<<of Article
Articulating>>|<<p. pr. &amp; vb. n.>>|<<of Articulate
Ascending>>|<<p. pr. &amp; vb. n.>>|<<of Ascend
Ascertaining>>|<<p. pr. &amp; vb. n.>>|<<of Ascertain
Ascribing>>|<<p. pr. &amp; vb. n.>>|<<of Ascribe
Asking>>|<<p. pr. &amp; vb. n.>>|<<of Ask
Asperating>>|<<p. pr. &amp; vb. n.>>|<<of Asperate
Aspersing>>|<<p. pr. &amp; vb. n.>>|<<of Asperse
Aspirating>>|<<p. pr. &amp; vb. n.>>|<<of Aspirate
Aspiring>>|<<p. pr. &amp; vb. n.>>|<<of Aspire
Assailing>>|<<p. pr. &amp; vb. n.>>|<<of Assail
Assassinating>>|<<p. pr. &amp; vb. n.>>|<<of Assassinate
Assaulting>>|<<p. pr. &amp; vb. n.>>|<<of Assault
Assaying>>|<<p. pr. &amp; vb. n.>>|<<of Assay
Assembling>>|<<p. pr. &amp; vb. n.>>|<<of Assemble
Assenting>>|<<p. pr. &amp; vb. n.>>|<<of Assent
Asserting>>|<<p. pr. &amp; vb. n.>>|<<of Assert
Assessing>>|<<p. pr. &amp; vb. n.>>|<<of Assess
Asseverating>>|<<p. pr. &amp; vb. n.>>|<<of Asseverate
Assigning>>|<<p. pr. &amp; vb. n.>>|<<of Assign
Assimilating>>|<<p. pr. &amp; vb. n.>>|<<of Assimilate
Assisting>>|<<p. pr. &amp; vb. n.>>|<<of Assist
Assizing>>|<<p. pr. &amp; vb. n.>>|<<of Assize
Associating>>|<<p. pr. &amp; vb. n.>>|<<of Associate
Assorting>>|<<p. pr. &amp; vb. n.>>|<<of Assort
Assuaging>>|<<p. pr. &amp; vb. n.>>|<<of Assuage
Assuming>>|<<p. pr. &amp; vb. n.>>|<<of Assume
Assuring>>|<<p. pr. &amp; vb. n.>>|<<of Assure
Astonishing>>|<<p. pr. &amp; vb. n.>>|<<of Astonish
Astonying>>|<<p. pr. &amp; vb. n.>>|<<of Astony
Astounding>>|<<p. pr. &amp; vb. n.>>|<<of Astound
Astricting>>|<<p. pr. &amp; vb. n.>>|<<of Astrict
Astringing>>|<<p. pr. &amp; vb. n.>>|<<of Astringe
Atoning>>|<<p. pr. &amp; vb. n.>>|<<of Atone
Attaching>>|<<p. pr. &amp; vb. n.>>|<<of Attach
Attacking>>|<<p. pr. &amp; vb. n.>>|<<of Attack
Attaining>>|<<p. pr. &amp; vb. n.>>|<<of Attain
Attainting>>|<<p. pr. &amp; vb. n.>>|<<of Attaint
Attempering>>|<<p. pr. &amp; vb. n.>>|<<of Attemper
Attempting>>|<<p. pr. &amp; vb. n.>>|<<of Attempt
Attending>>|<<p. pr. &amp; vb. n.>>|<<of Attend
Attenuating>>|<<p. pr. &amp; vb. n.>>|<<of Attenuate
Attesting>>|<<p. pr. &amp; vb. n.>>|<<of Attest
Attiring>>|<<p. pr. &amp; vb. n.>>|<<of Attire
Attracting>>|<<p. pr. &amp; vb. n.>>|<<of Attract
Attributing>>|<<p. pr. &amp; vb. n.>>|<<of Attribute
Attuning>>|<<p. pr. &amp; vb. n.>>|<<of Attune
Auditing>>|<<p. pr. &amp; vb. n.>>|<<of Audit
Augmenting>>|<<p. pr. &amp; vb. n.>>|<<of Augment
Auguring>>|<<p. pr. &amp; vb. n.>>|<<of Augur
Authenticating>>|<<p. pr. &amp; vb. n.>>|<<of Authenticate
Authorizing>>|<<p. pr. &amp; vb. n.>>|<<of Authorize
Availing>>|<<p. pr. &amp; vb. n.>>|<<of Avail
Avenging>>|<<p. pr. &amp; vb. n.>>|<<of Avenge
Averring>>|<<p. pr. &amp; vb. n.>>|<<of Aver
Averaging>>|<<p. pr. &amp; vb. n.>>|<<of Average
Averting>>|<<p. pr. &amp; vb. n.>>|<<of Avert
Avoiding>>|<<p. pr. &amp; vb. n.>>|<<of Avoid
Avouching>>|<<p. pr. &amp; vb. n.>>|<<of Avouch
Avowing>>|<<p. pr. &amp; vb. n.>>|<<of Avow
Awaiting>>|<<p. pr. &amp; vb. n.>>|<<of Await
Awaking>>|<<p. pr. &amp; vb. n.>>|<<of Awake
Awakening>>|<<p. pr. &amp; vb. n.>>|<<of Awaken
Awarding>>|<<p. pr. &amp; vb. n.>>|<<of Award
Awing>>|<<p. pr. &amp; vb. n.>>|<<of Awe
Azotizing>>|<<p. pr. &amp; vb. n.>>|<<of Azotize
Babbling>>|<<p. pr. &amp; vb. n.>>|<<of Babble
Babying>>|<<p. pr. &amp; vb. n.>>|<<of Baby
Backing>>|<<p. pr. &amp; vb. n.>>|<<of Back
Backsliding>>|<<p. pr. &amp; vb. n.>>|<<of Backslide
Badgering>>|<<p. pr. &amp; vb. n.>>|<<of Badger
Baffling>>|<<p. pr. &amp; vb. n.>>|<<of Baffle
Bagging>>|<<p. pr. &amp; vb. n.>>|<<of Bag
Bailing>>|<<p. pr. &amp; vb. n.>>|<<of Bail
Baiting>>|<<p. pr. &amp; vb. n.>>|<<of Bait
Baking>>|<<p. pr. &amp; vb. n.>>|<<of Bake
Balancing>>|<<p. pr. &amp; vb. n.>>|<<of Balance
Baling>>|<<p. pr. &amp; vb. n.>>|<<of Bale
Balking>>|<<p. pr. &amp; vb. n.>>|<<of Balk
Balling>>|<<p. pr. &amp; vb. n.>>|<<of Ball
Ballasting>>|<<p. pr. &amp; vb. n.>>|<<of Ballast
Balloting>>|<<p. pr. &amp; vb. n.>>|<<of Ballot
Bamboozling>>|<<p. pr. &amp; vb. n.>>|<<of Bamboozle
Banning>>|<<p. pr. &amp; vb. n.>>|<<of Ban
Banding>>|<<p. pr. &amp; vb. n.>>|<<of Band
Bandaging>>|<<p. pr. &amp; vb. n.>>|<<of Bandage
Bandying>>|<<p. pr. &amp; vb. n.>>|<<of Bandy
Banging>>|<<p. pr. &amp; vb. n.>>|<<of Bang
Banishing>>|<<p. pr. &amp; vb. n.>>|<<of Banish
Banking>>|<<p. pr. &amp; vb. n.>>|<<of Bank
Bankrupting>>|<<p. pr. &amp; vb. n.>>|<<of Bankrupt
Banqueting>>|<<p. pr. &amp; vb. n.>>|<<of Banquet
Bantering>>|<<p. pr. &amp; vb. n.>>|<<of Banter
Baptizing>>|<<p. pr. &amp; vb. n.>>|<<of Baptize
Barring>>|<<p. pr. &amp; vb. n.>>|<<of Bar
Barbing>>|<<p. pr. &amp; vb. n.>>|<<of Barb
Barbarizing>>|<<p. pr. &amp; vb. n.>>|<<of Barbarize
Barbecuing>>|<<p. pr. &amp; vb. n.>>|<<of Barbecue
Barbering>>|<<p. pr. &amp; vb. n.>>|<<of Barber
Baring>>|<<p. pr. &amp; vb. n.>>|<<of Bare
Bargaining>>|<<p. pr. &amp; vb. n.>>|<<of Bargain
Barking>>|<<p. pr. &amp; vb. n.>>|<<of Bark
Barreling>>|<<p. pr. &amp; vb. n.>>|<<of Barrel
Barricading>>|<<p. pr. &amp; vb. n.>>|<<of Barricade
Bartering>>|<<p. pr. &amp; vb. n.>>|<<of Barter
Basing>>|<<p. pr. &amp; vb. n.>>|<<of Base
Basiling>>|<<p. pr. &amp; vb. n.>>|<<of Basil
Basking>>|<<p. pr. &amp; vb. n.>>|<<of Bask
Basseting>>|<<p. pr. &amp; vb. n.>>|<<of Basset
Bastardizing>>|<<p. pr. &amp; vb. n.>>|<<of Bastardize
Basting>>|<<p. pr. &amp; vb. n.>>|<<of Baste
Bastinadoing>>|<<p. pr. &amp; vb. n.>>|<<of Bastinado
Batting>>|<<p. pr. &amp; vb. n.>>|<<of Bat
Bating>>|<<p. pr. &amp; vb. n.>>|<<of Bate
Bathing>>|<<p. pr. &amp; vb. n.>>|<<of Bathe
Battening>>|<<p. pr. &amp; vb. n.>>|<<of Batten
Battering>>|<<p. pr. &amp; vb. n.>>|<<of Batter
Battling>>|<<p. pr. &amp; vb. n.>>|<<of Battle
Bawling>>|<<p. pr. &amp; vb. n.>>|<<of Bawl
Baying>>|<<p. pr. &amp; vb. n.>>|<<of Bay
Bayoneting>>|<<p. pr. &amp; vb. n.>>|<<of Bayonet
Being>>|<<p. pr. &amp; vb. n.>>|<<of Be
Beaching>>|<<p. pr. &amp; vb. n.>>|<<of Beach
Beaconing>>|<<p. pr. &amp; vb. n.>>|<<of Beacon
Beading>>|<<p. pr. &amp; vb. n.>>|<<of Bead
Bealing>>|<<p. pr &amp; vb. n.>>|<<of Beal
Beaming>>|<<p. pr. &amp; vb. n.>>|<<of Beam
Bearing>>|<<p. pr. &amp; vb. n.>>|<<of Bear
Bearding>>|<<p. pr. &amp; vb. n.>>|<<of Beard
Beating>>|<<p. pr. &amp; vb. n.>>|<<of Beat
Beatifying>>|<<p. pr. &amp; vb. n.>>|<<of Beatify
Beautifying>>|<<p. pr. &amp; vb. n.>>|<<of Beautify
Becking>>|<<p. pr. &amp; vb. n.>>|<<of Beck
Beckoning>>|<<p. pr. &amp; vb. n.>>|<<of Beckon
Beclouding>>|<<p. pr. &amp; vb. n.>>|<<of Becloud
Becoming>>|<<p. pr. &amp; vb. n.>>|<<of Become
Bedding>>|<<p. pr. &amp; vb. n.>>|<<of Bed
Bedabbling>>|<<p. pr. &amp; vb. n.>>|<<of Bedabble
Bedashing>>|<<p. pr. &amp; vb. n.>>|<<of Bedash
Bedaubing>>|<<p. pr. &amp; vb. n.>>|<<of Bedaub
Bedazzling>>|<<p. pr. &amp; vb. n.>>|<<of Bedazzle
Bedecking>>|<<p. pr. &amp; vb. n.>>|<<of Bedeck
Bedeviling>>|<<p. pr. &amp; vb. n.>>|<<of Bedevil
Bedewing>>|<<p. pr. &amp; vb. n.>>|<<of Bedew
Bedimming>>|<<p. pr. &amp; vb. n.>>|<<of Bedim
Bedraggling>>|<<p. pr. &amp; vb. n.>>|<<of Bedraggle
Bedrenching>>|<<p. pr. &amp; vb. n.>>|<<of Bedrench
Bedyeing>>|<<p. pr. &amp; vb. n.>>|<<of Bedye
Beetling>>|<<p. pr. &amp; vb. n.>>|<<of Beetle
Befalling>>|<<p. pr. &amp; vb. n.>>|<<of Befall
Befitting>>|<<p. pr. &amp; vb. n.>>|<<of Befit
Befogging>>|<<p. pr. &amp; vb. n.>>|<<of Befog
Befooling>>|<<p. pr. &amp; vb. n.>>|<<of Befool
Befouling>>|<<p. pr. &amp; vb. n.>>|<<of Befoul
Befriending>>|<<p. pr. &amp; vb. n.>>|<<of Befriend
Begging>>|<<p. pr. &amp; vb. n.>>|<<of Beg
Begemming>>|<<p. pr. &amp; vb. n.>>|<<of Begem
Begetting>>|<<p. pr. &amp; vb. n.>>|<<of Beget
Beggaring>>|<<p. pr. &amp; vb. n.>>|<<of Beggar
Beginning>>|<<p. pr. &amp; vb. n.>>|<<of Begin
Begirding>>|<<p. pr. &amp; vb. n.>>|<<of Begird
Begriming>>|<<p. pr. &amp; vb. n.>>|<<of Begrime
Begrudging>>|<<p. pr. &amp; vb. n.>>|<<of Begrudge
Beguiling>>|<<p. pr. &amp; vb. n.>>|<<of Beguile
Behaving>>|<<p. pr. &amp; vb. n.>>|<<of Behave
Beheading>>|<<p. pr. &amp; vb. n.>>|<<of Behead
Beholding>>|<<p. pr. &amp; vb. n.>>|<<of Behold
Behooving>>|<<p. pr. &amp; vb. n.>>|<<of Behoove
Bejeweling>>|<<p. pr. &amp; vb. n.>>|<<of Bejewel
Belaboring>>|<<p. pr. &amp; vb. n.>>|<<of Belabor
Belating>>|<<p. pr. &amp; vb. n.>>|<<of Belate
Belaying>>|<<p. pr. &amp; vb. n.>>|<<of Belay
Belching>>|<<p. pr. &amp; vb. n.>>|<<of Belch
Beleaguering>>|<<p. pr. &amp; vb. n.>>|<<of Beleaguer
Belecturing>>|<<p. pr. &amp; vb. n.>>|<<of Belecture
Belying>>|<<p. pr. &amp; vb. n.>>|<<of Belie
Believing>>|<<p. pr. &amp; vb. n.>>|<<of Believe
Belittling>>|<<p. pr. &amp; vb. n.>>|<<of Belittle
Belling>>|<<p. pr. &amp; vb. n.>>|<<of Bell
Bellowing>>|<<p. pr. &amp; vb. n.>>|<<of Bellow
Bellying>>|<<p. pr. &amp; vb. n.>>|<<of Belly
Belonging>>|<<p. pr. &amp; vb. n.>>|<<of Belong
Belting>>|<<p. pr. &amp; vb. n.>>|<<of Belt
Beluting>>|<<p. pr. &amp; vb. n.>>|<<of Belute
Bemeeting>>|<<p. pr. &amp; vb. n.>>|<<of Bemeet
Bemiring>>|<<p. pr. &amp; vb. n.>>|<<of Bemire
Bemoaning>>|<<p. pr. &amp; vb. n.>>|<<of Bemoan
Benching>>|<<p. pr. &amp; vb. n.>>|<<of Bench
Bending>>|<<p. pr. &amp; vb. n.>>|<<of Bend
